URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,HasSuspiciousWord,NoOfSuspiciousWords,HasBrandName,NoOfHyphens,NoOfDots,PathLength,HasLoginKeyword,HasVerifyKeyword,HasAccountKeyword,label
27,19,0,3,1,0,0,0.0,21,0.7777777777777778,1,0.037037037037037,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
31,23,0,2,2,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,1,0,0,0,0,3,0,0,0,0,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,0,0.1470588235294117,1,0,0,0,0,2,0,0,0,0,1
31,23,0,2,2,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,1,0,0,0,0,3,0,0,0,0,1
37,29,0,3,1,0,0,0.0,32,0.8648648648648649,0,0.0,0,0,0,0,0.1351351351351351,1,0,0,0,0,2,0,0,0,0,1
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
39,31,0,3,0,0,0,0.0,34,0.8717948717948718,0,0.0,0,0,0,0,0.1282051282051282,0,0,0,0,0,1,1,0,0,0,0
41,32,0,2,2,0,0,0.0,34,0.8292682926829268,0,0.0,0,0,0,0,0.1707317073170731,1,0,0,0,0,3,1,0,0,0,0
58,31,0,3,0,0,0,0.0,50,0.8620689655172413,0,0.0,1,1,0,0,0.1379310344827586,1,0,0,0,0,1,11,0,0,0,0
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
24,17,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,0,0,0,0,0,2,0,0,0,0,0
37,28,0,2,1,0,0,0.0,30,0.8108108108108109,0,0.0,0,0,0,0,0.1891891891891892,1,0,0,0,1,2,1,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
40,32,0,3,1,0,0,0.0,35,0.875,0,0.0,0,0,0,0,0.125,1,0,0,0,0,2,0,0,0,0,1
31,23,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,1,0,0,0,1,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
33,26,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,0,0,0,0,0,2,0,0,0,0,0
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
35,28,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,0,0.1428571428571428,0,0,0,0,0,2,0,0,0,0,0
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
33,25,0,2,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
36,28,0,2,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,1,0,0,0,0,2,0,0,0,0,1
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
38,29,0,3,2,0,0,0.0,26,0.6842105263157895,4,0.1052631578947368,0,0,0,0,0.2105263157894736,1,0,0,0,1,3,1,0,0,0,0
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
28,20,0,2,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
29,22,0,3,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,0,0,0,0,0,3,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
22,14,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,1,0,0,0,0,2,0,0,0,0,1
29,21,0,2,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,1,0,0,0,0,3,0,0,0,0,1
28,21,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,0,0,0,0,0,2,0,0,0,0,0
41,32,0,2,1,0,0,0.0,33,0.8048780487804879,1,0.024390243902439,0,0,0,0,0.1707317073170731,1,0,0,0,1,2,1,0,0,0,0
23,15,0,2,2,0,0,0.0,17,0.7391304347826086,0,0.0,0,0,0,0,0.2608695652173913,1,0,0,0,0,3,0,0,0,0,1
22,14,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,1,0,0,0,0,2,0,0,0,0,1
54,45,0,2,2,0,0,0.0,46,0.8518518518518519,1,0.0185185185185185,0,0,0,0,0.1296296296296296,1,0,0,0,0,3,1,0,0,0,0
27,18,0,3,1,0,0,0.0,19,0.7037037037037037,2,0.074074074074074,0,0,0,0,0.2222222222222222,1,0,0,0,0,2,1,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
19,11,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,1,0,0,0,0,2,0,0,0,0,1
56,47,0,2,2,0,0,0.0,28,0.5,17,0.3035714285714285,0,0,0,0,0.1964285714285714,1,0,0,0,4,3,1,0,0,0,0
22,15,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
24,16,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
38,31,0,3,1,0,0,0.0,33,0.868421052631579,0,0.0,0,0,0,0,0.131578947368421,0,0,0,0,0,2,0,0,0,0,0
37,28,0,3,1,0,0,0.0,28,0.7567567567567568,3,0.081081081081081,0,0,0,0,0.1621621621621621,1,0,0,0,0,2,1,0,0,0,0
95,21,0,2,1,0,0,0.0,73,0.7684210526315789,13,0.1368421052631579,0,0,0,0,0.0947368421052631,1,0,0,0,1,2,66,0,0,0,0
34,14,0,3,0,0,0,0.0,21,0.6176470588235294,6,0.1764705882352941,0,1,0,0,0.2058823529411764,1,0,0,0,0,1,5,0,0,0,0
21,13,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,1,0,0,0,0,2,0,0,0,0,1
59,22,0,3,1,0,0,0.0,49,0.8305084745762712,1,0.0169491525423728,0,0,0,0,0.1525423728813559,1,1,1,1,0,3,29,0,0,0,0
24,17,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,0,0,0,0,0,2,0,0,0,0,0
32,24,0,2,2,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,1,0,0,0,0,3,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
17,9,0,3,0,0,0,0.0,8,0.4705882352941176,4,0.2352941176470588,0,0,0,0,0.2941176470588235,0,0,0,0,0,1,1,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
34,26,0,3,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,0,0.1470588235294117,1,0,0,0,0,2,0,0,0,0,1
24,7,0,2,0,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,1,9,0,0,0,0
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
695,18,0,3,1,0,0,0.0,548,0.7884892086330936,123,0.176978417266187,1,1,0,0,0.0345323741007194,1,1,1,0,12,2,121,1,0,0,0
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0
27,20,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,0,0,0,0,0,2,0,0,0,0,0
20,12,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,1,0,0,0,0,2,0,0,0,0,1
30,22,0,3,1,0,0,0.0,25,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,0,0,0,0,1
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
71,11,0,3,0,0,0,0.0,58,0.8169014084507042,6,0.0845070422535211,0,0,0,0,0.0985915492957746,1,0,0,0,1,1,52,0,0,0,0
62,40,0,2,1,0,0,0.0,46,0.7419354838709677,2,0.032258064516129,0,0,0,0,0.2258064516129032,1,0,0,0,6,3,14,0,0,0,0
33,25,0,2,2,0,0,0.0,27,0.8181818181818182,0,0.0,0,0,0,0,0.1818181818181818,1,0,0,0,0,3,0,0,0,0,1
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
25,18,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0,0
28,21,0,3,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,0,0,0,0,0,3,0,0,0,0,0
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
26,19,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,0,0,0,0,0,3,0,0,0,0,0
30,22,0,3,1,0,0,0.0,24,0.8,0,0.0,0,0,0,0,0.2,0,0,0,0,0,2,1,0,0,0,0
32,23,0,4,1,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,1,0,0,0,0,2,1,0,0,0,0
47,38,0,3,1,0,0,0.0,41,0.8723404255319149,0,0.0,0,0,0,0,0.1276595744680851,1,0,0,0,0,2,1,0,0,0,0
26,18,0,2,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,1,0,0,0,0,3,0,0,0,0,1
34,26,0,2,1,0,0,0.0,29,0.8529411764705882,0,0.0,0,0,0,0,0.1470588235294117,1,0,0,0,0,2,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
23,16,0,2,1,0,0,0.0,16,0.6956521739130435,2,0.0869565217391304,0,0,0,0,0.217391304347826,0,0,0,0,0,2,0,0,0,0,0
55,47,0,2,2,0,0,0.0,23,0.4181818181818181,22,0.4,0,0,0,0,0.1818181818181818,1,0,0,0,4,3,0,0,0,0,0
39,18,0,4,0,0,0,0.0,33,0.8461538461538461,0,0.0,0,0,0,0,0.1538461538461538,1,1,1,0,0,2,13,0,0,1,0
31,23,0,3,1,0,0,0.0,22,0.7096774193548387,4,0.1290322580645161,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
55,19,0,2,1,0,0,0.0,46,0.8363636363636363,0,0.0,0,0,0,0,0.1636363636363636,0,0,0,0,2,2,29,0,0,0,0
31,24,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,0,0,0,0,0,2,0,0,0,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
36,14,0,2,1,0,0,0.0,22,0.6111111111111112,6,0.1666666666666666,0,0,0,0,0.2222222222222222,0,0,0,0,0,3,15,0,0,0,0
22,15,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
50,24,0,3,1,0,0,0.0,41,0.82,0,0.0,0,0,0,0,0.18,1,0,0,0,1,3,18,0,0,0,0
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
25,17,0,2,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
21,14,0,3,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,0,0,0,0,0,2,0,0,0,0,0
56,16,0,3,0,0,0,0.0,46,0.8214285714285714,0,0.0,1,1,0,0,0.1785714285714285,1,0,0,0,0,3,24,0,0,0,0
32,23,0,2,1,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,1,0,0,0,0,2,1,0,0,0,0
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,0,0.1428571428571428,1,0,0,0,0,2,0,0,0,0,1
27,20,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,0,0,0,0,0,2,0,0,0,0,0
27,20,0,3,0,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,0,0,0,0,1,1,0,0,0,0,0
29,22,0,4,2,0,0,0.0,23,0.7931034482758621,0,0.0,0,0,0,0,0.2068965517241379,0,0,0,0,0,3,0,0,0,0,0
18,10,0,2,1,0,0,0.0,13,0.7222222222222222,0,0.0,0,0,0,0,0.2777777777777778,1,0,0,0,0,2,0,0,0,0,1
35,26,0,3,1,0,0,0.0,22,0.6285714285714286,6,0.1714285714285714,0,0,0,0,0.2,1,0,0,0,1,2,1,0,0,0,0
21,14,0,2,1,0,0,0.0,16,0.7619047619047619,0,0.0,0,0,0,0,0.238095238095238,0,0,0,0,0,2,0,0,0,0,0
34,25,0,3,1,0,0,0.0,25,0.7352941176470589,2,0.0588235294117647,0,0,0,0,0.2058823529411764,1,0,0,0,1,2,1,0,0,0,0
26,18,0,3,1,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,0,0,0,0,0,2,1,0,0,0,0
30,13,0,2,1,0,0,0.0,23,0.7666666666666667,0,0.0,0,0,0,0,0.2333333333333333,0,0,0,0,0,3,10,0,0,0,0
51,24,0,3,0,0,0,0.0,43,0.8431372549019608,0,0.0,0,0,0,0,0.1568627450980392,1,0,0,0,1,1,19,0,0,0,0
26,18,0,2,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
22,14,0,2,2,0,0,0.0,16,0.7272727272727273,0,0.0,0,0,0,0,0.2727272727272727,1,0,0,0,0,3,0,0,0,0,1
37,29,0,2,1,0,0,0.0,31,0.8378378378378378,0,0.0,0,0,0,0,0.1621621621621621,1,0,0,0,1,2,0,0,0,0,1
35,27,0,2,2,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,0,0.1714285714285714,1,0,0,0,0,3,0,0,0,0,1
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
93,19,0,3,0,0,0,0.0,76,0.8172043010752689,9,0.0967741935483871,0,0,0,0,0.086021505376344,1,0,0,0,1,1,66,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
30,22,0,2,2,0,0,0.0,24,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,3,0,0,0,0,1
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
36,28,0,3,1,0,0,0.0,31,0.8611111111111112,0,0.0,0,0,0,0,0.1388888888888889,1,0,0,0,0,2,0,0,0,0,1
31,23,0,3,1,0,0,0.0,25,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,0,0,0,0,0,2,1,0,0,0,0
47,38,0,2,1,0,0,0.0,39,0.8297872340425532,0,0.0,0,0,0,0,0.1702127659574468,1,0,0,0,2,2,1,0,0,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
35,26,0,3,1,0,0,0.0,29,0.8285714285714286,0,0.0,0,0,0,0,0.1714285714285714,1,0,0,0,0,2,1,0,0,0,0
22,14,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,1,0,0,0,0,2,0,0,0,0,1
32,20,0,2,0,0,0,0.0,22,0.6875,1,0.03125,0,0,0,0,0.28125,0,0,0,0,2,1,5,0,0,0,0
27,19,0,3,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
41,32,0,3,1,0,0,0.0,28,0.6829268292682927,6,0.1463414634146341,0,0,0,0,0.1707317073170731,1,0,0,0,1,2,1,0,0,0,0
33,26,0,2,3,0,0,0.0,26,0.7878787878787878,0,0.0,0,0,0,0,0.2121212121212121,0,0,0,0,0,4,0,0,0,0,0
27,19,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
28,20,0,2,2,0,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0.2142857142857142,1,0,0,0,0,3,0,0,0,0,1
22,15,0,3,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
32,22,0,3,1,0,0,0.0,26,0.8125,0,0.0,0,0,0,0,0.1875,0,0,0,0,0,2,3,0,0,0,0
31,22,0,3,0,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,1,1,0,0,0,0
26,18,0,3,0,0,0,0.0,18,0.6923076923076923,3,0.1153846153846153,0,0,0,0,0.1923076923076923,0,0,0,0,0,1,1,0,0,0,0
44,35,0,3,1,0,0,0.0,38,0.8636363636363636,0,0.0,0,0,0,0,0.1363636363636363,1,0,0,0,0,2,1,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
40,32,0,3,1,0,0,0.0,35,0.875,0,0.0,0,0,0,0,0.125,1,0,0,0,0,2,0,0,0,0,1
58,24,0,3,1,0,0,0.0,44,0.7586206896551724,3,0.0517241379310344,0,0,0,0,0.1896551724137931,1,0,0,1,2,2,26,0,0,0,0
29,21,0,3,1,0,0,0.0,24,0.8275862068965517,0,0.0,0,0,0,0,0.1724137931034483,1,0,0,0,0,2,0,0,0,0,1
22,14,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,1,0,0,0,0,2,0,0,0,0,1
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
47,38,0,3,1,0,0,0.0,23,0.4893617021276595,16,0.3404255319148936,0,0,0,0,0.1702127659574468,1,0,0,1,2,2,1,0,0,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
81,13,0,4,0,0,0,0.0,70,0.8641975308641975,0,0.0,1,1,0,0,0.1358024691358024,1,1,1,0,0,1,30,0,0,0,0
19,12,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,0,0,0,0,0,2,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
24,17,0,3,2,0,0,0.0,18,0.75,0,0.0,0,0,0,0,0.25,0,0,0,0,0,3,0,0,0,0,0
23,15,0,4,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
26,10,0,2,0,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,1,8,0,0,0,0
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
27,19,0,2,1,0,0,0.0,22,0.8148148148148148,0,0.0,0,0,0,0,0.1851851851851851,1,0,0,0,0,2,0,0,0,0,1
23,15,0,2,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
39,32,0,3,1,0,0,0.0,34,0.8717948717948718,0,0.0,0,0,0,0,0.1282051282051282,0,0,0,0,0,2,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
39,32,0,3,2,0,0,0.0,25,0.6410256410256411,7,0.1794871794871795,0,0,0,0,0.1794871794871795,0,0,0,0,1,3,0,0,0,0,0
42,24,0,3,1,0,0,0.0,35,0.8333333333333334,0,0.0,0,0,0,0,0.1666666666666666,1,0,0,0,0,2,10,0,0,0,0
60,23,0,2,2,0,0,0.0,45,0.75,4,0.0666666666666666,1,1,0,0,0.1833333333333333,0,0,0,0,0,4,4,0,0,0,0
28,20,0,2,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
26,19,0,3,2,0,0,0.0,20,0.7692307692307693,0,0.0,0,0,0,0,0.2307692307692307,0,0,0,0,0,3,0,0,0,0,0
56,35,0,3,1,0,0,0.0,46,0.8214285714285714,2,0.0357142857142857,0,0,0,0,0.1428571428571428,0,0,0,0,0,2,14,0,0,0,0
26,18,0,3,1,0,0,0.0,21,0.8076923076923077,0,0.0,0,0,0,0,0.1923076923076923,1,0,0,0,0,2,0,0,0,0,1
20,13,0,3,1,0,0,0.0,15,0.75,0,0.0,0,0,0,0,0.25,0,0,0,0,0,2,0,0,0,0,0
53,44,0,3,2,0,0,0.0,33,0.6226415094339622,11,0.2075471698113207,0,0,0,0,0.1698113207547169,1,0,0,0,2,3,1,0,0,0,0
32,24,0,3,1,0,0,0.0,27,0.84375,0,0.0,0,0,0,0,0.15625,1,0,0,0,0,2,0,0,0,0,1
25,17,0,2,2,0,0,0.0,19,0.76,0,0.0,0,0,0,0,0.24,1,0,0,0,0,3,0,0,0,0,1
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
63,21,0,3,1,0,0,0.0,49,0.7777777777777778,2,0.0317460317460317,0,0,0,0,0.1904761904761904,0,0,0,0,1,2,35,0,0,0,0
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
52,16,0,3,1,0,0,0.0,44,0.8461538461538461,0,0.0,0,0,0,0,0.1538461538461538,1,0,0,1,0,2,28,0,0,0,0
31,23,0,3,1,0,0,0.0,26,0.8387096774193549,0,0.0,0,0,0,0,0.1612903225806451,1,0,0,0,0,2,0,0,0,0,1
22,15,0,2,1,0,0,0.0,17,0.7727272727272727,0,0.0,0,0,0,0,0.2272727272727272,0,0,0,0,0,2,0,0,0,0,0
33,25,0,3,1,0,0,0.0,28,0.8484848484848485,0,0.0,0,0,0,0,0.1515151515151515,1,0,0,0,0,2,0,0,0,0,1
24,16,0,3,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
19,12,0,2,1,0,0,0.0,14,0.7368421052631579,0,0.0,0,0,0,0,0.2631578947368421,0,0,0,0,0,2,0,0,0,0,0
30,22,0,2,2,0,0,0.0,24,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,3,0,0,0,0,1
25,17,0,3,1,0,0,0.0,20,0.8,0,0.0,0,0,0,0,0.2,1,0,0,0,0,2,0,0,0,0,1
55,47,0,2,2,0,0,0.0,25,0.4545454545454545,20,0.3636363636363636,0,0,0,0,0.1818181818181818,1,0,0,0,4,3,0,0,0,0,0
28,20,0,3,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
28,21,0,3,1,0,0,0.0,20,0.7142857142857143,3,0.1071428571428571,0,0,0,0,0.1785714285714285,0,0,0,0,0,2,0,0,0,0,0
28,20,0,2,1,0,0,0.0,23,0.8214285714285714,0,0.0,0,0,0,0,0.1785714285714285,1,0,0,0,0,2,0,0,0,0,1
24,17,0,3,1,0,0,0.0,16,0.6666666666666666,3,0.125,0,0,0,0,0.2083333333333333,0,0,0,0,0,2,0,0,0,0,0
35,27,0,3,1,0,0,0.0,30,0.8571428571428571,0,0.0,0,0,0,0,0.1428571428571428,1,0,0,0,0,2,0,0,0,0,1
22,14,0,2,2,0,0,0.0,16,0.7272727272727273,0,0.0,0,0,0,0,0.2727272727272727,1,0,0,0,0,3,0,0,0,0,1
24,16,0,2,1,0,0,0.0,19,0.7916666666666666,0,0.0,0,0,0,0,0.2083333333333333,1,0,0,0,0,2,0,0,0,0,1
23,15,0,3,1,0,0,0.0,18,0.782608695652174,0,0.0,0,0,0,0,0.217391304347826,1,0,0,0,0,2,0,0,0,0,1
34,26,0,2,2,0,0,0.0,28,0.8235294117647058,0,0.0,0,0,0,0,0.1764705882352941,1,0,0,0,0,3,0,0,0,0,1
41,13,0,3,0,0,0,0.0,30,0.7317073170731707,4,0.0975609756097561,0,0,0,0,0.1707317073170731,0,0,0,0,0,2,21,0,0,0,0
37,19,0,3,0,0,0,0.0,31,0.8378378378378378,0,0.0,0,0,0,0,0.1621621621621621,1,0,0,0,0,2,10,0,0,0,0
93,21,0,3,1,0,0,0.0,75,0.8064516129032258,0,0.0,0,0,0,0,0.1935483870967742,1,1,1,0,1,5,64,0,0,1,0
